Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
קנטונה - CANTONA,https://images.rest.co.il/Customers/80377754/263b5a505090415ab803024630c857a9_56.png,,בתי קפה,"שד' המלאכות 21, מודיעין והסביבה | אנחנו פתוחים!",053-7627893,אנחנו פתוחים!,https://www.rest.co.il/rest/80377754/,No delivery link
טאבון פאטמה,https://images.rest.co.il/Customers/80250452/e2e14821e2e7463095b23dea394d8e5a_56.jpg,18 חוות דעת,מסעדת בשרים,זרזיר | אנחנו פתוחים!,053-5495141,אנחנו פתוחים!,https://www.rest.co.il/rest/80250452/,No delivery link
מקס ברנר - MAX BRENNER,https://images.rest.co.il/Customers/80021172/e3e82531ada1464e80204ec9f8937a23_56.jpg,131 חוות דעת,בתי קפה,"סחרוב דוד 24, ראשון לציון | אנחנו פתוחים!",053-9442724,אנחנו פתוחים!,https://www.rest.co.il/rest/80021172/,No delivery link
אסדו - בר - asado bar,https://images.rest.co.il/Customers/80299122/9a6ddacedc13405bb9e605e15543ac3d_56.jpg,119 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,אלונים | תיפתח מחר ב-17:00,053-9378410,תיפתח מחר ב-17:00,https://www.rest.co.il/rest/80299122/,No delivery link
ביגה - BiGA,https://images.rest.co.il/Customers/80234050/75c555f1ed6c472fb19df8f50a2c38fb_56.jpg,11 חוות דעת,בתי קפה | כשר | מחיר ₪₪₪₪,"דרך עכו 192, קניון הקריון, קריית ביאליק | אנחנו פתוחים!",053-9384904,אנחנו פתוחים!,https://www.rest.co.il/rest/80234050/,https://www.mishlohim.co.il/menu/12772/
גרג קיטשן - Greg Kitchen,https://images.rest.co.il/Customers/80243812/996657ece69f4d1f8976b89429ee0d16_56.gif,19 חוות דעת,בתי קפה | מחיר ₪₪₪₪,"שד' מוריה 110, חיפה | אנחנו פתוחים!",053-4277423,אנחנו פתוחים!,https://www.rest.co.il/rest/80243812/,https://www.mishlohim.co.il/menu/8390/
אווזים,https://images.rest.co.il/Customers/80362210/932e77d88019458db7bc27c68b51fb6b_56.jpg,1 חוות דעת,מסעדת בשרים | כשר,"המאה ועשרים 4, ראשון לציון | אנחנו פתוחים!",053-9370837,אנחנו פתוחים!,https://www.rest.co.il/rest/80362210/,No delivery link
אוטוטו - OTOTO,https://images.rest.co.il/Customers/80367591/7df87401bd3b43178f19e21e9ef6f548_56.jpg,,מסעדה אסייאתית,רחובות | אנחנו פתוחים!,053-9365785,אנחנו פתוחים!,https://www.rest.co.il/rest/80367591/,https://www.mishlohim.co.il/menu/13841/
קאסה בלה - CASA BELLA,https://images.rest.co.il/Customers/80377267/a6bf48636e914c2f9bf60b6d9e704441_56.jpg,1 חוות דעת,מסעדה איטלקית,"השונית 2, מרינה הרצליה",053-2725192,No opening hours,https://www.rest.co.il/rest/80377267/,No delivery link
בן חמו,https://images.rest.co.il/Customers/74734160/e58879bb9fec41abb80e04efc4ec9692_56.jpg,12 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,אור עקיבא | אנחנו פתוחים!,053-9426912,אנחנו פתוחים!,https://www.rest.co.il/rest/74734160/,No delivery link
מטרו,https://images.rest.co.il/Customers/38148940/2c69b23e65e8432eab3e69bcb32d6932_56.png,15 חוות דעת,מסעדה רוסית,"דגניה 65, קריית חיים, חיפה | אנחנו פתוחים!",053-9441124,אנחנו פתוחים!,https://www.rest.co.il/rest/38148940/,No delivery link
גולדן קורל - Golden Coral,https://images.rest.co.il/Customers/80033676/cda8d7cce8f3422496689b61404bc591_56.jpg,83 חוות דעת,מסעדה ים תיכונית,"דרך סטלה מריס 130, חיפה | אנחנו פתוחים!",053-9442030,אנחנו פתוחים!,https://www.rest.co.il/rest/80033676/,No delivery link
אנאמרו - Hanamaru,https://images.rest.co.il/Customers/80327846/3b9f7280933d4369801af73e47f1c2ef_56.png,85 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"רחבת הבנים 1, בית יצחק-שער חפר | אנחנו פתוחים!",053-9443954,אנחנו פתוחים!,https://www.rest.co.il/rest/80327846/,https://www.mishlohim.co.il/menu/10048/
מסעדת האני אבו גוש,https://images.rest.co.il/Customers/80346866/c8fe51d99e0f4f4bb25b0f3294632dd9_56.jpg,,מסעדת בשרים,"כביש השלום 29, אבו גוש | אנחנו פתוחים!",053-6853425,אנחנו פתוחים!,https://www.rest.co.il/rest/80346866/,No delivery link
מסעדת הנצחון של חני,https://images.rest.co.il/Customers/80339823/fabb1da7842f4ace9b11f32676d9d33b_56.jpg,1 חוות דעת,מסעדה רומנית,"יכין 1255, אשקלון | אנחנו פתוחים!",055-4315761,אנחנו פתוחים!,https://www.rest.co.il/rest/80339823/,No delivery link
אגאדיר - AGADIR,https://images.rest.co.il/Customers/80286362/cb1371a9248a43f18768d74e51f6fbef_56.jpg,1 חוות דעת,מסעדת המבורגרים,"שחם 30, פתח תקווה | אנחנו פתוחים!",053-9383717,אנחנו פתוחים!,https://www.rest.co.il/rest/80286362/,https://www.mishlohim.co.il/menu/9450/
חאלד עדוי,https://images.rest.co.il/Customers/80373767/985a4fb4993d4e509d04e4fb62738760_56.jpg,,מסעדה מזרחית,קריית טבעון | אנחנו פתוחים!,053-4270595,אנחנו פתוחים!,https://www.rest.co.il/rest/80373767/,No delivery link
קבלרו - caballero,https://images.rest.co.il/Customers/80374019/e846eee527954ed49f354dc907b24c11_56.jpg,6 חוות דעת,מסעדת בשרים,"המרפא 1, הר חוצבים, ירושלים | תיפתח היום בשעה 18:00",053-8007673,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80374019/,No delivery link
קולורטו - Colorato,https://images.rest.co.il/Customers/80363112/cfcf991b9a4349ba93cad547979eff5a_56.jpg,,"חלקיקי האור 16, באר שבע | אנחנו פתוחים!",No address available,053-2558956,אנחנו פתוחים!,https://www.rest.co.il/rest/80363112/,No delivery link
קוויין לו,https://images.rest.co.il/Customers/80315191/438cb7bf73cb4a10a4af6de7f64a9a09_56.jpg,7 חוות דעת,מסעדה אסייאתית | כשר,"ברנר 6, רעננה | אנחנו פתוחים!",053-6113810,אנחנו פתוחים!,https://www.rest.co.il/rest/80315191/,No delivery link
גואטה,https://images.rest.co.il/Customers/37623410/9ea7495c033a4754b58d820053f7441a_56.jpg,54 חוות דעת,מסעדה טריפוליטאית | כשר | מחיר ₪₪₪₪,"שד' ירושלים 6, יפו, תל אביב | אנחנו פתוחים!",053-9424696,אנחנו פתוחים!,https://www.rest.co.il/rest/37623410/,https://www.mishlohim.co.il/menu/3407/
רג'ינה בתחנה,https://images.rest.co.il/Customers/80288902/e164b2f798af4b908a63134cf6114b88_56.jpg,70 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"המרד 3, תל אביב | תיפתח היום בשעה 17:00",053-9428604,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80288902/,No delivery link
לה לזניה - La Lasagna,https://images.rest.co.il/Customers/80001536/99d4acb2f4a248b193812d29f288535a_56.jpg,56 חוות דעת,מסעדה איטלקית | כשר | מחיר ₪₪₪₪,"דיזנגוף 177, תל אביב | אנחנו פתוחים!",053-9442921,אנחנו פתוחים!,https://www.rest.co.il/rest/80001536/,No delivery link
קייטרינג גבו,https://images.rest.co.il/Customers/80281371/cc9fcc72dfda49bba428872b9f21a882_56.jpg,1 חוות דעת,קייטרינג | כשר,"שד' הציונות 1, קרית אתא | תיפתח מחר ב-09:00",053-9378178,תיפתח מחר ב-09:00,https://www.rest.co.il/rest/80281371/,No delivery link
אל ראנצ'ו - el rancho,https://images.rest.co.il/tagimages/1/1288/70025073/70025020/e237e09e7b5f476da4cd5902ab1c6a8c.jpg,25 חוות דעת,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"הקישון 1, טבריה | אנחנו פתוחים!",053-9441736,אנחנו פתוחים!,https://www.rest.co.il/rest/80295966/,No delivery link
אינדיאן - Indian,https://images.rest.co.il/Customers/80067730/4af954e736c5497398d23c6f498e419c_56.JPG,8 חוות דעת,מסעדת בשרים,"הקשתות 4, אשדוד | תיפתח היום בשעה 17:00",053-7105939,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80067730/,No delivery link
בורגר סאלון Burger Saloon - Burger Saloon,https://images.rest.co.il/Customers/80358685/f77f5dc9fdd1468aa0c7723c4d6c2be7_56.jpg,11 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"הסולל 8, קרית אתא | אנחנו פתוחים!",053-4275174,אנחנו פתוחים!,https://www.rest.co.il/rest/80358685/,https://www.mishlohim.co.il/menu/8074/
הפי פיש ממילא - Happy Fish,https://images.rest.co.il/Customers/80105886/3d8528eb88a54b7f99be55b63c617ffc_56.jpg,10 חוות דעת,מסעדה ים תיכונית | כשר | מחיר ₪₪₪₪,"ממילא 14, שדרות אלרוב ממילא, ירושלים | אנחנו פתוחים!",053-9379460,אנחנו פתוחים!,https://www.rest.co.il/rest/80105886/,No delivery link
קירה,https://images.rest.co.il/Customers/61394220/c22f138265754a6080ecff2769f0e5d7_56.jpg,4 חוות דעת,מסעדת בשרים,"יאיר 4, אשדוד | אנחנו פתוחים!",053-9442845,אנחנו פתוחים!,https://www.rest.co.il/rest/61394220/,No delivery link
רותס - ROOTS,https://images.rest.co.il/Customers/80300745/9b5c190dc15a4035ad368fbe351fd04e_56.jpg,158 חוות דעת,"מסעדת בשרים, שף | כשר","ויצמן 1, עכו העתיקה | אנחנו פתוחים!",053-7102401,אנחנו פתוחים!,https://www.rest.co.il/rest/80300745/,No delivery link
קפה קפה - cafe cafe,https://images.rest.co.il/Customers/80373912/9d21daed66c5424c8c6c75fec2c4d5c0_56.jpg,,בתי קפה | כשר,"יוני נתניהו 25, גבעת שמואל | אנחנו פתוחים!",053-9439234,אנחנו פתוחים!,https://www.rest.co.il/rest/80373912/,No delivery link
בשרים 206,https://images.rest.co.il/Customers/3463950/fb26404424ef4b7cac461bebd3c89b6d_56.jpg,69 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"משה סנה 54, צפון תל אביב | אנחנו פתוחים!",053-9444097,אנחנו פתוחים!,https://www.rest.co.il/rest/3463950/,https://www.mishlohim.co.il/menu/3175/
לורנץ ומינץ - lorenz&mintz,https://images.rest.co.il/Customers/80257898/e1c702ad15374996a2af41074413e03f_56.jpg,8 חוות דעת,בתי קפה | כשר,"שלוש 42, נווה צדק, תל אביב | אנחנו פתוחים!",053-9366291,אנחנו פתוחים!,https://www.rest.co.il/rest/80257898/,No delivery link
ג'ירף,https://images.rest.co.il/Customers/80228668/3343643e1faa44e9ab5856ab9ca800d0_56.jpg,11 חוות דעת,מסעדה אסייאתית,"שחם 30, פתח תקווה | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/80228668/,https://www.mishlohim.co.il/menu/10602/
איזקאיה סושי מרקט,https://images.rest.co.il/Customers/80361049/ea9f300e294e4388977227e336d59cee_56.jpg,909 חוות דעת,מסעדה אסייאתית | מחיר ₪₪₪₪,"הירקונים 43, פתח תקווה | תיפתח מחר ב-12:00",053-5495209,תיפתח מחר ב-12:00,https://www.rest.co.il/rest/80361049/,https://www.mishlohim.co.il/menu/8174/
גחלים,https://images.rest.co.il/Customers/80236211/064f7fb3f9c64c32a777d56bfc3157af_56.jpg,No reviews,מסעדת בשרים | כשר | מחיר ₪₪₪₪,"המדע 1, רחובות | אנחנו פתוחים!",053-9376991,אנחנו פתוחים!,https://www.rest.co.il/rest/80236211/,https://www.mishlohim.co.il/menu/5206/
אצה - סושי בר - ATZA SHUSHI BAR,https://images.rest.co.il/Customers/80261669/bce1eca29910449085dd79e6fefc762d_56.png,2 חוות דעת,מסעדה סינית | כשר,קריית מלאכי | אנחנו פתוחים!,053-9347348,אנחנו פתוחים!,https://www.rest.co.il/rest/80261669/,https://www.mishlohim.co.il/menu/6252/
טעם העמק,https://images.rest.co.il/Customers/80274317/6ed174a1593e482090ac297192986476_56.jpg,10 חוות דעת,מסעדת בשרים | כשר,"יפה נוף 5, אשקלון | אנחנו פתוחים!",053-9348423,אנחנו פתוחים!,https://www.rest.co.il/rest/80274317/,No delivery link
פרש דה מרקט - Fresh The Market,https://images.rest.co.il/Customers/80346235/a500a9368e8c4122962be0eb7425b343_56.jpg,1 חוות דעת,מסעדה איטלקית,ראש העין | אנחנו פתוחים!,053-9344452,אנחנו פתוחים!,https://www.rest.co.il/rest/80346235/,No delivery link
"ג'מס, רחובות - Jem's Beer Factory",https://images.rest.co.il/Customers/80311493/6671f899c2794cfe90108b60ff5171da_56.jpg,,פאבים וברים | כשר,"הלל וחנן אופנהיימר 2, פארק המדע רחובות | אנחנו פתוחים!",053-8007484,אנחנו פתוחים!,https://www.rest.co.il/rest/80311493/,No delivery link
מוטפאק - MUTFAK,https://images.rest.co.il/Customers/80374163/05f3637f05a3497bad59fdce40dded34_56.jpg,,מסעדה תורכית,"בית אשל 10, באר שבע | אנחנו פתוחים!",053-9388050,אנחנו פתוחים!,https://www.rest.co.il/rest/80374163/,No delivery link
טולום ביץ' - TULUM BEACH,https://images.rest.co.il/Customers/80339661/f45a20c3a7d94d9e9a4ac9dac75cfaa5_56.jpg,10 חוות דעת,"מסעדה ים תיכונית, שף | כשר","דרך פעמי השלום 10, אילת | אנחנו פתוחים!",053-9426085,אנחנו פתוחים!,https://www.rest.co.il/rest/80339661/,No delivery link
קרייב - Crave,https://images.rest.co.il/Customers/80248721/33760ff17ac14fcdac245644ee8d8112_56.jpg,4 חוות דעת,מסעדה אמריקאית | כשר,"השקמה 1, מחנה יהודה, ירושלים | אנחנו פתוחים!",053-9374512,אנחנו פתוחים!,https://www.rest.co.il/rest/80248721/,No delivery link
מסעדת יונס (אבו יונס) - אבן יהודה,https://images.rest.co.il/Customers/80373006/d2c2db50549645649d3765f417e81d91_56.jpg,,מסעדת בשרים | מחיר ₪₪₪₪,אבן יהודה | אנחנו פתוחים!,053-5250025,אנחנו פתוחים!,https://www.rest.co.il/rest/80373006/,No delivery link
שיפודי רחמים שמחה ובניו,https://images.rest.co.il/Customers/80271114/81c1e0c3160245b98292d0ebd4b77f68_56.jpg,19 חוות דעת,מסעדת בשרים | כשר,"דרך הגליל 515, ראש פינה | אנחנו פתוחים!",053-9375216,אנחנו פתוחים!,https://www.rest.co.il/rest/80271114/,No delivery link
אוליברי - OLIVERY,https://images.rest.co.il/Customers/80111526/e04e4dbaf3c44e40a5c97e574f6623b1_56.jpg,127 חוות דעת,מסעדה איטלקית,"שד' שאול המלך 23, תל אביב | אנחנו פתוחים!",053-9426855,אנחנו פתוחים!,https://www.rest.co.il/rest/80111526/,No delivery link
וואי וואי וואי - YYY,https://images.rest.co.il/Customers/80375173/14794bba47b241bf8541f4d145d7fc38_56.gif,2 חוות דעת,מסעדה מרוקאית | כשר,"אבא אחימאיר 17, רמת אביב ג', תל אביב | אנחנו פתוחים!",055-4354712,אנחנו פתוחים!,https://www.rest.co.il/rest/80375173/,No delivery link
SHO,https://images.rest.co.il/Customers/80368435/493526c2c09e4351a191dadde8ea62f8_56.jpg,5 חוות דעת,"קרליבך 3, תל אביב | אנחנו פתוחים!",No address available,055-4317422,אנחנו פתוחים!,https://www.rest.co.il/rest/80368435/,No delivery link
שולחן דוד,https://images.rest.co.il/Customers/80376326/c966376f411d424aa1f10ce9129b753a_56.png,2 חוות דעת,מסעדה ים תיכונית | כשר,"שד' עובד בן עמי 10, נתניה | אנחנו פתוחים!",053-2388122,אנחנו פתוחים!,https://www.rest.co.il/rest/80376326/,No delivery link
אורי בורי,https://images.rest.co.il/Customers/39332720/1d17f87b0ce14907a13eba31547f810b_56.jpg,216 חוות דעת,"מסעדת דגים, שף | מחיר ₪₪₪₪","ההגנה, עכו | אנחנו פתוחים!",053-9373277,אנחנו פתוחים!,https://www.rest.co.il/rest/39332720/,No delivery link
JC DINER,https://images.rest.co.il/Customers/80360474/445ddab56f74499193bfe1ff00488270_56.jpg,2 חוות דעת,"מסעדה דרוזית, שף",עין קנייא | אנחנו פתוחים!,053-7208458,אנחנו פתוחים!,https://www.rest.co.il/rest/80360474/,https://www.mishlohim.co.il/menu/13385/
לה קוצ'ינה,https://images.rest.co.il/Customers/32651130/07562451b3ff4f0eb2e8675371b4548c_56.jpg,134 חוות דעת,"מסעדה איטלקית, שף | מחיר ₪₪₪₪","טיילת רויאל ביץ', אילת | תיפתח היום בשעה 18:30",053-9442736,תיפתח היום בשעה 18:30,https://www.rest.co.il/rest/32651130/,No delivery link
